qz	intensity_normalized	e_intensity_normalized
0.017996142165008555	1.0	0.10420029630521083
0.018721903463003887	0.3146454127922607	0.03383988723278344
0.019467759399915813	0.09880379348050389	0.011220471942560822
0.020203331883943375	0.03237247478477945	0.004027132747622824
0.02094839743161643	0.01342394637156197	0.001854918615652582
0.021685226135453907	0.00791472572935947	0.001199967806528658
0.0224233260882962	0.005590586741993073	0.000916132676682208
0.023141883434725976	0.004486758369491756	0.0007440497032913033
0.023878901886729833	0.0046322634475878385	0.0007830133970753683
0.024655850561085803	0.0039262086412010086	0.0006844550473047692
0.025366733125847394	0.0035625792396278403	0.0006380884481980007
0.026116329740536827	0.0037723920936554847	0.0006748483608031101
0.026845440756824997	0.004868063960005645	0.0007956722176907864
0.02760025627546577	0.004067305247503119	0.0006902319485426133
0.028335017458690107	0.004677887613496279	0.0007847108355486147
0.029024257310648244	0.015793775446660527	0.0017437736962674683
0.029059127337864855	0.013090240640753549	0.0017934137053552614
0.02979445389790094	0.014534518950438101	0.001968435262615646
0.03054113720155656	0.015394927012867377	0.0020744223224726673
0.031140899482850426	0.014877279085521184	0.00164108091149905
0.031281420071593236	0.015710557500178114	0.0021269366512219625
0.0320189397840121	0.015667484440338657	0.0021158284200666812
0.033230165931718514	0.024873524153948418	0.0026865907030573714
0.0353492162710499	0.019159999938830614	0.0020891165321011737
0.03745613407500121	0.016230609693449093	0.001786544603843022
0.03954607325968891	0.010599336869755316	0.001189927403789059
0.04165811090415109	0.008922187995543614	0.0010117455654137237
0.04374571623380459	0.0068757905456705145	0.000794205612858387
0.04505100307179149	0.006946022787467696	0.0007276708386326521
0.0458510353844958	0.0064466669776241025	0.000747779770914436
0.047946934344041056	0.005483466795569874	0.0006421050187094863
0.047959136608655355	0.005818722969970821	0.0006103202715815737
0.05005104360275556	0.004480622717106991	0.0005323582436418167
0.050866403075918665	0.004480271374973372	0.0004730169304546811
0.053805922947484104	0.003302916264246497	0.0003518205929169672
0.056732147133439915	0.0023747773268551803	0.00025576955852099083
0.05965720520750468	0.0015923046109636337	0.00017431242296092522
