//qz	intensity_normalized	e_intensity_normalized
0.01799839632977299	1.026696187203709	0.10448181334922842
0.018563753655353944	1.012467960614751	0.1030479772204141
0.019129015858827092	1.0048968545005723	0.1022839276189068
0.019686655020113488	1.0125949540969224	0.10306119297554658
0.02024868843272075	1.0172079862789407	0.10352526243910332
0.020814509787343474	1.0135559286737563	0.10316033202809083
0.021378879660880878	0.9985794294590562	0.10164584187253944
0.02194484005980972	0.9140006991722914	0.0931131440129845
0.022508087299960743	0.48828693170522	0.050081598042886706
0.02307180358510629	0.32957694332223486	0.033988259664908725
0.023634674593686508	0.24105449265897183	0.02498779465120117
0.024196472624051613	0.18833604512545513	0.019613058731382596
0.02476308171012882	0.15018766671356681	0.015716966685775983
0.025331383077247797	0.12958838661094	0.013604804010003468
0.02589186838273233	0.1036120600256412	0.010937578961139878
0.026017412969539973	0.09590597137309673	0.009754916416989445
0.02646348360731396	0.08785058879134074	0.009316013627021379
0.027022751415768053	0.07601503822057118	0.008097195422172779
0.02752278814186845	0.06699428168030763	0.006835861480927813
0.029039871049779155	0.04651200709816149	0.004764686181297591
0.030542540904139704	0.03432958159556281	0.0035305784986015346
0.03204529590493951	0.02589942338733484	0.0026749596713432754
0.03354342270064857	0.020099490940434624	0.002084709057980037
0.035041440939857296	0.01589180796507932	0.001655938732652208
0.03655381835206306	0.012988144670412809	0.0013591483573306353
0.03804532570715943	0.01054549093336263	0.0011087625889763374
0.03902350129951222	0.009285432594674516	0.0009433653275183074
0.03954828209518903	0.00866856755309768	0.0009162108028235213
0.041052636494428994	0.007301691078293691	0.0007753258222369323
0.04204715267743319	0.006724893225209847	0.0006849633999723685
0.0450425859490856	0.004791825422307732	0.0004897280456086719
0.048041031080739545	0.003542617797988765	0.0003633398248971374
0.05104346308357633	0.0027068154075600187	0.00027862089698794034
0.05405459541579084	0.0021075552603376075	0.00021774157605488026
0.0570598992398106	0.001653870350128823	0.00017157852639330192
0.06008105065310246	0.0013163487285168536	0.0001371665895480544
0.06310112069764462	0.001067721457547744	0.00011176697991280342
0.06609703372253459	0.0008831527989492135	9.28487424034711e-05
0.06707521647384468	0.000818758027217621	8.31802879828026e-05
0.06910391773933201	0.0007109728253687048	7.515259717674036e-05
0.07087022570163323	0.0006454422905373816	6.569539750268253e-05
0.07464931388406934	0.0005154955385496116	5.25799928121282e-05
0.07841961411941702	0.0004179456716989003	4.272451218848268e-05
0.08220632400423605	0.0003462969372565732	3.547625946876958e-05
0.08598293648271056	0.00028336810282347726	2.9102070250418506e-05
0.08978543679476433	0.00023757637829525832	2.4461337281741217e-05
0.09357577459017202	0.00019685640644165887	2.0326715847764713e-05
0.09736752816078056	0.00016737743609223133	1.7330217127295396e-05
0.10114700906313787	0.00014304245392733806	1.4853506701949455e-05
0.10493202780053049	0.000121442514849007	1.265131936376898e-05
0.10871579919879261	0.00010387327183492721	1.0858797399239801e-05
